x	y	z
    -0.683     -0.359     -7.804
    -0.701     -1.026    -11.223
    -0.764     -0.370    -14.228
    -0.776     -0.376    -15.217
    -0.768      0.220    -12.537
    -0.698      0.167     -6.734
    -0.786     -0.615    -16.526
    -0.776      1.064    -10.017
    -0.678     -0.930     -8.385
    -0.774      1.549     -8.009
    -0.823      0.307    -15.970
    -0.718      0.758     -5.891
    -0.804      0.050    -14.939
    -0.742     -0.771    -12.561
    -0.791     -0.200    -14.634
    -0.781     -0.389    -14.397
    -0.755      1.127     -7.380
    -0.703      0.956     -3.505
    -0.764      1.228     -7.480
    -0.708      0.029     -6.833
    -0.676      0.165     -3.636
    -0.656     -0.402     -3.869
    -0.705     -0.429     -7.718
    -0.752     -0.423    -11.469
    -0.746      0.162     -8.953
    -0.825     -0.231    -16.239
    -0.714      0.814     -3.979
    -0.783      0.022    -11.900
    -0.687     -0.628     -6.227
    -0.750      0.206     -8.398
    -0.716     -0.428     -7.713
    -0.731     -0.170     -7.996
    -0.819      0.134    -13.773
    -0.811      1.111     -9.919
    -0.854      1.587    -11.747
    -0.695     -0.609     -6.377
    -0.524      0.206      9.811
    -0.787     -0.539    -13.097
    -0.658     -0.262     -2.079
    -0.674     -0.543     -4.175
    -0.748      0.321     -7.027
    -0.777      1.097     -6.697
    -0.818     -0.017    -13.539
    -0.738     -0.771     -9.717
    -0.836      0.264    -13.763
    -0.726      0.039     -5.852
    -0.861      0.327    -15.290
    -0.834      1.155    -10.300
    -0.814      0.850     -9.743
    -0.725      0.590     -3.657
    -0.799      1.520     -6.131
    -1.177      2.293    -32.073
    -0.800      1.253     -6.548
    -0.830      1.321     -8.486
    -0.741      0.763     -3.547
    -0.850      0.939    -11.201
    -0.796      0.397     -8.777
    -0.853     -0.145    -14.821
    -0.886      1.099    -13.171
    -0.852      0.216    -13.349
    -0.826      0.251    -11.166
    -0.900     -0.211    -18.174
    -0.833     -0.099    -12.776
    -0.676     -0.433     -2.098
    -0.716     -0.180     -4.182
    -0.732     -0.340     -5.866
    -0.750     -0.591     -8.042
    -0.824      0.310    -10.604
    -0.837     -0.435    -13.916
    -0.662     -0.428     -0.792
    -0.808     -0.259    -11.040
    -0.837     -0.139    -12.744
    -0.726      0.783     -1.442
    -0.845      0.761    -10.277
    -0.868      0.368    -13.317
    -0.787      1.537     -3.246
    -0.879     -0.046    -15.250
    -0.699     -0.368     -2.941
    -0.911     -0.114    -17.798
    -0.901     -0.514    -18.321
    -0.710     -0.340     -3.622
    -0.870     -0.040    -14.438
    -0.809      0.069     -9.534
    -0.807      0.480     -7.865
    -0.852     -0.710    -15.077
    -0.798     -0.557    -10.569
    -0.764      0.028     -6.121
    -0.902     -0.434    -17.791
    -0.828      1.283     -6.699
    -0.732      0.541     -2.087
    -0.678      0.586      2.213
    -0.869     -0.009    -13.728
    -0.892     -0.077    -15.514
    -0.837     -0.247    -12.024
    -0.838      0.202    -10.565
    -0.897      1.720     -9.725
    -0.849     -0.375    -13.077
    -0.819      1.176     -5.806
    -0.901     -0.286    -16.480
    -0.710     -0.238     -2.279
    -0.860      1.335     -7.959
    -0.785      0.544     -5.123
    -0.723     -0.439     -3.830
    -0.843     -0.639    -13.166
    -0.867      0.144    -12.309
    -0.769      0.230     -4.928
    -0.729     -1.015     -5.936
    -0.942     -0.361    -19.098
    -0.817     -0.483    -10.353
    -0.857     -0.264    -12.461
    -0.956      0.097    -18.291
    -0.903     -0.446    -16.243
    -0.737     -0.366     -3.948
    -0.899      1.522     -9.148
    -0.806     -0.253     -8.298
    -0.719      0.634      0.813
    -0.740      0.414     -1.364
    -0.971      0.413    -17.713
    -0.841      0.305     -8.827
    -0.781      0.600     -3.226
    -0.800      0.140     -5.946
    -0.812      0.622     -5.003
    -0.782     -0.455     -6.228
    -0.959     -0.052    -17.239
    -0.897      1.649     -7.294
    -0.789      0.577     -3.221
    -0.867     -0.117    -10.769
    -0.807     -1.262    -10.146
    -0.741     -1.055     -4.779
    -0.611     -0.188      7.152
    -0.783     -0.056     -4.196
    -0.869     -0.529    -11.596
    -0.817      1.201     -2.322
    -0.874     -0.658    -12.288
    -0.733      0.035     -0.275
    -0.876      0.558     -8.000
    -0.873      1.128     -5.813
    -0.880      0.262     -8.930
    -0.946      0.674    -11.970
    -0.881      0.107     -9.419
    -0.788     -0.807     -5.948
    -0.910      0.627     -9.283
    -1.013     -0.305    -19.208
    -0.903      0.311     -9.744
    -0.965      0.162    -14.319
    -0.849     -0.561     -8.831
    -0.908     -0.148    -11.350
    -0.819     -0.417     -5.998
    -0.903      1.008     -6.825
    -0.952      1.147     -9.588
    -0.891      0.903     -6.260
    -1.047      0.332    -18.316
    -0.938      0.956     -8.982
    -0.939      1.379     -7.641
    -0.853     -0.762     -8.942
    -0.875      0.890     -4.851
    -0.972     -0.055    -14.311
    -0.963      1.380     -8.924
    -0.850      0.673     -3.737
    -0.939      1.451     -7.039
    -0.822     -0.162     -4.509
    -0.961      0.312    -11.923
    -0.889     -0.697    -10.485
    -0.826      0.516     -2.223
    -1.016      1.486    -11.299
    -0.893      0.257     -7.184
    -0.950      0.824     -9.010
    -0.981      0.893    -10.780
    -0.972      0.213    -12.371
    -0.914      1.086     -5.541
    -0.776     -0.639     -2.163
    -0.962      1.474     -7.222
    -0.888     -0.195     -7.902
    -0.957     -0.462    -13.081
    -0.967     -0.325    -13.299
    -0.823     -0.080     -3.067
    -0.885      0.737     -4.393
    -1.017     -0.104    -15.500
    -1.007      0.076    -14.205
    -0.815     -0.405     -3.437
    -1.029      1.514    -10.792
    -0.948      1.234     -6.555
    -0.870     -0.305     -6.564
    -0.860      0.523     -2.956
    -1.036      1.668    -10.402
    -1.041     -0.180    -16.662
    -1.003      0.080    -13.371
    -1.030     -0.547    -16.931
    -0.831      0.465     -0.902
    -0.959      1.035     -7.098
    -0.944      0.170     -8.961
    -0.978      1.583     -6.476
    -0.886     -0.625     -7.817
    -0.906     -0.629     -8.867
    -1.015      0.555    -11.761
    -0.968      1.252     -6.576
    -0.862      0.347     -2.750
    -1.079      1.572    -12.190
    -0.984     -0.382    -12.602
    -1.078      0.094    -16.828
    -0.889      1.097     -1.642
    -0.867     -0.763     -6.253
    -1.177      1.497    -18.080
    -1.060     -1.517    -20.652
    -0.906      0.428     -4.755
    -0.778     -0.801     -0.635
    -1.012     -0.205    -12.987
    -0.829     -0.489     -2.542
    -0.865     -0.190     -3.667
    -0.842     -1.104     -5.116
    -1.012     -0.764    -14.289
    -1.117     -0.588    -19.989
    -1.090      0.486    -14.752
    -0.868     -0.695     -5.058
    -1.114      0.070    -17.108
    -1.061     -0.650    -16.142
    -1.030      0.966     -8.917
    -0.941     -0.305     -7.709
    -1.114      0.344    -15.943
    -1.106     -0.062    -16.772
    -0.961      0.989     -4.556
    -0.903      0.688     -1.998
    -1.001      0.807     -7.406
    -1.028      0.012    -11.577
    -0.904     -0.017     -4.188
    -1.001      0.846     -7.087
    -1.001      0.886     -6.891
    -1.012     -0.254    -11.181
    -1.057     -0.465    -14.426
    -1.061     -0.118    -13.125
    -1.081     -0.444    -15.339
    -0.946      0.631     -3.815
    -0.924     -0.516     -6.189
    -0.960      1.233     -2.612
    -0.965     -0.248     -7.657
    -1.045     -0.516    -13.257
    -1.101      1.533     -9.787
    -0.975     -0.514     -9.024
    -1.016      0.476     -8.208
    -0.975      0.450     -5.864
    -0.909     -0.333     -4.412
    -0.959      0.360     -4.989
    -1.099      1.398     -9.775
    -0.959      0.619     -3.924
    -0.784     -0.994      1.028
    -0.981     -0.939    -10.106
    -1.105     -0.085    -14.505
    -1.113      1.340    -10.325
    -1.003      0.709     -5.933
    -0.845     -0.603     -1.020
    -1.011      1.314     -4.382
    -0.927      0.798     -1.182
    -0.924     -1.140     -7.293
    -1.012      1.028     -5.211
    -1.062     -0.027    -11.517
    -0.849      0.604      2.977
    -1.137      0.491    -14.003
    -1.058      1.335     -6.624
    -0.731      0.235      8.585
    -1.005      1.089     -4.228
    -0.970     -1.282     -9.707
    -1.030      1.005     -5.480
    -0.938     -0.643     -5.526
    -0.999     -0.425     -8.287
    -1.118      1.289     -9.452
    -0.989      0.497     -4.638
    -1.046      0.988     -6.211
    -0.936     -0.395     -4.447
    -0.850     -0.332      0.651
    -1.059      0.990     -6.770
    -1.189      0.418    -15.988
    -1.082     -0.274    -12.105
    -1.018      1.123     -3.879
    -1.218      0.364    -17.657
    -1.148      1.245    -10.855
    -0.927     -1.034     -5.756
    -1.011      0.699     -4.758
    -1.032     -0.135     -8.644
    -1.034      0.459     -6.768
    -0.960      0.229     -3.362
    -1.096      1.191     -7.831
    -1.052      0.439     -7.807
    -1.233     -0.100    -19.713
    -0.909     -0.139     -1.518
    -1.033     -0.429     -9.371
    -1.041     -0.218     -9.080
    -0.820     -0.194      3.445
    -0.930      1.322      2.299
    -1.062      1.170     -5.435
    -1.110     -0.177    -12.393
    -1.067      0.076     -9.143
    -1.056      1.012     -5.466
    -1.127      0.247    -11.871
    -1.091      0.187    -10.032
    -1.041     -0.773    -10.359
    -1.102      0.164    -10.576
    -1.262      0.337    -18.830
    -1.034     -0.630     -9.256
    -1.019     -0.558     -7.911
    -1.045      0.613     -5.507
    -1.032     -0.489     -8.119
    -1.162     -0.001    -13.393
    -1.222      1.218    -12.514
    -1.073      0.576     -6.381
    -0.975      0.547     -1.101
    -1.067      0.239     -7.066
    -1.098     -0.373    -10.699
    -0.979      0.125     -2.647
    -1.073      0.995     -4.871
    -1.260     -0.439    -19.290
    -0.516      0.067     22.437
    -1.018     -0.247     -5.500
    -1.156     -0.637    -14.080
    -0.995      0.510     -1.602
    -1.198      0.568    -12.130
    -0.978     -0.049     -2.336
    -0.930     -0.102      0.029
    -1.076     -0.739     -9.805
    -1.098      0.414     -7.159
    -1.006      1.118      0.100
    -1.018      0.794     -1.448
    -0.916     -0.387      0.174
    -1.144      0.225     -9.854
    -1.058     -0.913     -8.998
    -0.925      0.233      1.822
    -1.049     -1.007     -8.647
    -0.975     -0.230     -2.180
    -0.582      0.047     19.562
    -1.271      1.427    -11.845
    -1.312      0.410    -16.824
    -1.093      0.360     -5.513
    -1.136     -0.803    -11.474
    -1.084      0.346     -4.837
    -1.107     -0.267     -8.004
    -1.182      0.271     -9.895
    -1.073      0.055     -4.947
    -1.093     -1.262    -10.164
    -1.077      0.494     -3.445
    -1.046      0.735     -0.916
    -1.235      1.504     -8.017
    -0.978     -0.228     -0.536
    -1.123      0.841     -4.199
    -1.392      1.891    -14.373
    -1.564     -0.733    -31.618
    -1.263      0.111    -13.638
    -1.306      1.170    -12.180
    -0.867      0.257      7.021
    -1.279      1.539     -9.562
    -1.341      1.085    -14.098
    -1.135     -0.671     -9.345
    -1.265      0.885    -10.836
    -1.258     -0.400    -14.577
    -1.178      1.440     -4.518
    -1.340      0.695    -15.084
    -1.017      0.029     -0.890
    -1.275     -0.419    -15.212
    -1.126      0.294     -5.341
    -1.204     -0.511    -11.844
    -1.280      0.279    -12.997
    -1.251     -0.365    -13.413
    -1.174      1.413     -3.609
    -1.226     -0.084    -11.067
    -1.281      1.366     -9.003
    -1.249      1.451     -7.065
    -1.249      1.552     -6.709
    -1.208      0.450     -8.228
    -1.254      0.654     -9.822
    -1.154      1.071     -3.479
    -1.351      1.328    -12.311
    -1.150      0.377     -5.389
    -1.392      1.796    -12.640
    -1.064     -0.323     -3.383
    -1.081     -0.133     -3.426
    -1.123     -1.057     -8.515
    -1.217      0.737     -7.152
    -1.066     -0.184     -2.597
    -1.061     -0.361     -2.820
    -1.273     -0.014    -11.906
    -1.184     -0.117     -7.687
    -1.228     -0.834    -12.195
    -1.348      1.285    -11.042
    -1.365      1.746    -10.340
    -1.365      1.698    -10.449
    -1.153      0.612     -3.720
    -1.299      1.153     -8.976
    -1.522      0.126    -22.940
    -1.378      1.467    -11.578
    -1.184     -0.647     -9.078
    -1.076     -0.069     -1.989
    -1.343      1.199    -10.505
    -1.383      1.755    -10.550
    -0.986     -0.144      2.419
    -1.296     -0.269    -12.793
    -0.971     -0.265      2.803
    -1.265      1.462     -5.459
    -1.201      0.910     -4.173
    -1.197     -0.776     -9.463
    -1.198      0.214     -6.224
    -1.338      0.275    -12.492
    -1.345      0.598    -11.740
    -1.239      0.922     -5.674
    -1.410      0.466    -15.207
    -1.175     -1.134     -9.197
    -1.053      0.705      2.596
    -1.098     -0.114     -2.164
    -1.215     -0.733     -9.656
    -1.165     -0.418     -6.046
    -1.246     -0.239     -9.242
    -1.333      0.483    -10.889
    -1.390      1.672     -9.616
    -1.293     -0.215    -11.150
    -1.162      0.275     -3.313
    -1.169     -0.263     -5.269
    -1.267      0.369     -7.468
    -1.240     -0.559     -9.125
    -1.208      0.470     -4.200
    -1.131     -0.940     -5.235
    -1.179      0.031     -4.173
    -1.308      1.446     -5.366
    -1.205      0.897     -2.388
    -1.113      0.244     -0.254
    -1.389      0.012    -13.571
    -1.253      0.023     -7.274
    -1.340      0.044    -11.068
    -1.370      0.151    -12.033
    -1.248      0.171     -6.300
    -1.415      1.511     -9.479
    -1.089      0.237      1.470
    -1.357      0.277    -10.449
    -1.399      0.163    -12.691
    -1.474      0.044    -16.197
    -1.289      0.431     -6.389
    -1.361      0.422     -9.618
    -1.546     -0.263    -20.114
    -1.156     -0.709     -3.902
    -1.395      0.041    -12.086
    -1.366      0.210    -10.192
    -1.323      0.518     -7.156
    -1.194      1.146      0.763
    -1.285      0.306     -5.987
    -1.001     -0.924      2.644
    -1.200      0.758     -0.645
    -1.450      0.042    -13.874
    -1.541      0.027    -17.822
    -1.481     -0.933    -18.072
    -1.146      0.145      0.232
    -1.510      1.435    -11.414
    -1.231      0.445     -2.364
    -1.186      0.048     -1.634
    -1.347      0.950     -5.599
    -1.482      1.321    -10.171
    -1.574      0.857    -15.394
    -1.270      0.039     -4.767
    -1.503     -0.033    -14.984
    -1.380     -0.510    -11.235
    -1.655      0.657    -19.258
    -1.257      0.027     -4.125
    -1.316      1.149     -2.963
    -1.446      1.483     -7.421
    -1.477      1.138     -9.853
    -1.454      1.504     -7.622
    -1.615      0.392    -18.177
    -1.420      1.533     -5.904
    -1.186     -0.666     -3.050
    -1.345      0.696     -5.354
    -1.519      1.384    -10.567
    -1.435      0.201    -10.791
    -1.209      0.856      1.072
    -1.462      0.103    -12.164
    -1.400     -0.328    -10.757
    -1.359      0.213     -7.010
    -1.250     -0.393     -4.289
    -1.531      0.869    -12.048
    -1.468      0.744     -9.715
    -1.298      0.810     -2.072
    -1.332      0.478     -4.475
    -1.547      1.631     -9.708
    -1.468      1.156     -7.828
    -1.383      0.176     -7.466
    -1.697     -0.163    -21.323
    -0.978     -0.739      6.808
    -1.500      1.364     -7.946
    -1.587      0.216    -15.134
    -1.576      1.180    -11.409
    -1.176      0.253      2.175
    -1.505      0.793     -9.535
    -1.564     -0.111    -14.307
    -1.608      1.687    -10.215
    -1.522      0.354    -10.973
    -1.589      1.508     -9.894
    -1.536      0.164    -12.021
    -1.739      1.370    -16.304
    -1.707      1.431    -14.797
    -1.367     -1.010     -8.939
    -1.695      1.377    -14.315
    -1.572      0.544    -12.015
    -1.460     -0.389    -10.462
    -1.508      0.925     -8.027
    -1.451      1.265     -4.590
    -1.076     -0.458      5.175
    -1.376      0.548     -3.535
    -1.380     -0.149     -5.993
    -1.377     -0.098     -5.286
    -1.272      0.356      0.605
    -1.558     -0.901    -14.810
    -1.352      0.050     -3.514
    -1.417      0.360     -4.931
    -1.279     -0.429     -2.044
    -1.620      1.437     -9.421
    -1.548      0.482     -9.610
    -1.542      0.094    -10.635
    -1.453     -0.070     -7.622
    -1.655      1.357    -10.766
    -1.364     -0.679     -5.770
    -1.917      0.067    -24.973
    -1.537      0.326     -9.205
    -1.624      1.302     -9.275
    -1.679      0.753    -13.229
    -1.417      0.400     -4.021
    -1.480     -1.123    -11.200
    -1.345     -0.591     -4.013
    -1.561      1.209     -6.479
    -1.398     -0.541     -5.885
    -1.388     -1.279     -7.900
    -1.856      1.729    -16.121
    -1.644      0.773    -10.894
    -1.578     -0.466    -12.384
    -1.555      0.521     -8.191
    -1.758     -0.212    -18.342
    -1.685      1.452    -10.045
    -1.647      1.455     -8.445
    -1.299      0.134      0.605
    -1.684      1.361    -10.074
    -1.309     -0.387     -1.305
    -1.369     -0.738     -4.666
    -1.593      0.412     -8.663
    -1.626      1.446     -6.499
    -1.803      1.539    -12.857
    -1.402      0.186     -2.157
    -1.346     -0.179     -1.200
    -1.421      0.146     -2.935
    -1.457     -1.018     -7.934
    -1.688      1.186     -9.360
    -1.688     -0.550    -14.746
    -1.794      1.277    -12.434
    -1.774      1.500    -10.774
    -1.525      0.111     -6.090
    -1.593      0.006     -8.890
    -1.548      0.286     -6.300
    -1.687      1.150     -8.555
    -1.820      1.291    -12.892
    -1.737      1.404     -8.966
    -1.823      0.150    -16.142
    -1.354     -0.265     -0.141
    -1.673      0.237     -9.929
    -1.594      0.335     -6.675
    -1.608      0.147     -7.741
    -1.943      1.397    -15.748
    -1.388     -1.113     -3.675
    -1.562      0.227     -4.975
    -1.565     -1.227     -9.554
    -1.786      1.346     -8.925
    -1.513     -0.154     -3.932
    -1.614      1.130     -3.244
    -1.649     -0.950    -11.159
    -1.446     -0.696     -3.146
    -1.701      0.676     -7.382
    -1.732      0.384     -9.377
    -1.861      1.278    -10.894
    -1.989      0.710    -16.859
    -1.720     -0.103    -10.151
    -1.864      1.618     -9.488
    -1.780      0.583     -9.682
    -1.564     -0.687     -6.077
    -1.739      1.188     -5.929
    -1.402     -0.641     -0.294
    -1.775      0.876     -7.705
    -1.873      0.543    -11.829
    -1.561      0.023     -2.931
    -1.789      0.824     -7.979
    -1.776      0.643     -7.654
    -1.751      0.401     -7.385
    -1.958      1.546    -10.526
    -1.767     -0.500    -10.562
    -1.974      1.047    -12.295
    -1.965      1.443    -10.071
    -1.745     -0.162     -8.061
    -1.653     -0.171     -4.960
    -1.673     -0.043     -5.086
    -1.816     -0.269    -10.182
    -1.885      1.130     -7.308
    -1.861      0.518     -8.403
    -1.686     -0.555     -6.092
    -1.823      0.764     -5.571
    -1.922      0.384     -9.646
    -1.895      1.169     -5.946
    -1.969      0.780     -9.503
    -1.631      0.038     -0.960
    -1.733      0.393     -2.754
    -1.840     -0.833     -9.677
    -1.644      0.367      0.484
    -1.607      0.051      0.831
    -1.743      0.715     -0.769
    -1.722     -0.467     -3.832
    -2.034     -0.838    -14.293
    -1.895     -1.088    -10.733
    -1.688      0.242      0.139
    -2.046      0.890     -8.076
    -1.779     -1.114     -6.362
    -1.830      0.321     -2.662
    -1.808     -0.165     -3.551
    -1.806      0.028     -2.798
    -1.911      0.340     -3.405
    -1.766     -0.454     -1.420
    -2.184      1.043     -7.877
    -1.931     -0.110     -4.204
    -1.946      0.213     -2.965
    -3.446      2.017    -37.312
    -2.038     -0.099     -5.839
    -2.061     -0.345     -6.278
    -2.152      0.425     -5.855
    -2.150     -0.418     -7.556
    -2.315      0.123     -8.871
    -2.831     -1.507    -27.325
    -2.038     -0.112     -1.906
    -2.164     -0.196     -4.777
